../../pH7.03/CEST/ppm.txt,../../pH7.03/CEST/13.42mM.txt,../../pH7.03/CEST/16.77mM.txt,../../pH7.03/CEST/20.97mM.txt,../../pH7.03/CEST/26.21mM.txt,../../pH7.03/CEST/32.76mM.txt,../../pH7.03/CEST/40.96mM.txt,../../pH7.03/CEST/51.20mM.txt,../../pH7.03/CEST/64.00mM.txt,../../pH7.03/CEST/80.00mM.txt
-5.0,0.9888907783569488,0.9861508350994744,0.9915535053457233,1.0171925758283529,1.0325195360126898,1.0160880054813204,1.117780970791508,1.1351592499972687,1.1284824686576924
-4.85,0.9881527901912275,0.97815227308611,0.9682668382566549,1.0087447335072195,1.0234132751780036,0.9892583733301958,1.1097864883381927,1.143080115110847,1.1266598450675345
-4.7,0.9799578952321485,0.9691592245639886,0.9589162733736732,0.9965220232234789,1.0192253716360802,0.9744111687106102,1.0943670047769603,1.140936896497433,1.1200300232135763
-4.55,0.9644904175281357,0.9554624591366085,0.9456384237653108,0.997919734559853,1.0018609253405224,0.9739670909533357,1.0988238539454536,1.1190364181067365,1.118491411811997
-4.4,0.9638067924147065,0.9478704070865326,0.9207039796984308,0.9980369706811297,1.0081218904272429,0.9644627970193664,1.0945312964717988,1.1086995059848257,1.0970047446933993
-4.25,0.9608631434161328,0.9452930279603634,0.9179636038352845,0.9985722616887602,0.9999983308683215,0.9552313815368852,1.1035655622804754,1.1176369094883591,1.0916019885942325
-4.1,0.935557337191308,0.9326801936432666,0.9261376677334435,0.9916544858927908,0.9885802183380716,0.9334377834765974,1.0908962020120725,1.0893495941582894,1.0676086676109382
-3.95,0.9351081176016838,0.9192021236076664,0.9066486433879577,0.9775366976299258,0.9774953062191585,0.9449558499690838,1.0836585988957796,1.1027589203043628,1.0692903616519738
-3.8,0.9371602903895205,0.9062120373532875,0.9014918140218211,0.9763977419545973,0.9745642588312061,0.9283339107412641,1.0707885693268295,1.098580414495802,1.0741226793030016
-3.65,0.9241048974233643,0.9037362737856297,0.8773967561385022,0.9881914592556544,0.9599947213710665,0.9012584620301431,1.0636349783357733,1.0937337948932968,1.0611220588867598
-3.5,0.9150060275088289,0.898539895633328,0.8600914688089609,0.9779590179515277,0.947474512489669,0.8947798452070315,1.0475867072673923,1.0618753327069648,1.0465344804041703
-3.35,0.8962823456917519,0.8891095517861333,0.8551864826870438,0.9804207653381778,0.9494802350033084,0.8695418201071535,1.050254773583175,1.0570633850463136,1.0246605180061314
-3.2,0.8891924003134287,0.8736268535412903,0.8219263301221683,0.9720532905742455,0.9315959585106024,0.8591290348294951,1.0453621633560677,1.0634154868891117,1.0304631617009337
-3.05,0.8672195206000505,0.8564873778107512,0.8169623660282499,0.9640142543244228,0.9096060875318732,0.8380660027447588,1.0437911129153772,1.0434239230967488,1.0243216998817823
-2.9,0.85165572903967,0.8268475178598055,0.7839776113775263,0.9556509182996422,0.9000877076536729,0.8120059267118788,1.0109359140341487,1.0413847203088973,0.9919032711770952
-2.75,0.8263610808637644,0.8004425073584175,0.7552278585646148,0.953999814770307,0.8924655656830699,0.7798876127528455,1.0117461155945227,1.0325980039697795,0.9756845636537342
-2.6,0.8001470613548242,0.783213777943324,0.7261202664927882,0.9428410138407461,0.8639001504565726,0.7653964165116213,1.0165605198940475,1.0130261664534879,0.9533643895953019
-2.45,0.7810843564932622,0.7513044879425432,0.6829867814479037,0.9373345058634742,0.8395782938814066,0.7345392392434631,0.9874606867096609,0.9974208243472061,0.9293584110506514
-2.3,0.7573661503373234,0.7332335283041094,0.6546890865736373,0.9320827415041927,0.8384173084782239,0.6886772678167217,0.9760471240481094,0.9795419122832713,0.9182161685731413
-2.15,0.7279364070788393,0.690805333609272,0.6024832647722017,0.9134611181716031,0.7988427179827291,0.6554571933161226,0.9596605530960187,0.9627550085009412,0.8834742291724559
-2.0,0.6816664001132757,0.6365818110727643,0.5475945386763116,0.897613210247231,0.7787980113339257,0.6056337288065322,0.9549092467607935,0.9297250893939287,0.8585547531198117
-1.85,0.6463576625219561,0.585180518679412,0.49570679621613406,0.8815418526406994,0.7391157096847975,0.5652909644653192,0.9243550795579422,0.9225702910466373,0.8334079629240455
-1.7,0.5998449031200239,0.5436807532209126,0.43916887803629284,0.8750040806701075,0.6949543974969283,0.528911217080457,0.9075059679417313,0.8956154140211945,0.7896390944310842
-1.55,0.5378199473218996,0.47474893940848956,0.384992817651614,0.8449117728504539,0.6515233304184382,0.4819033978753315,0.8825114127332048,0.8604443604065622,0.7803006196920207
-1.4,0.48553419505186374,0.428600918425187,0.33079028108755376,0.8179499988787395,0.6195321789027494,0.4330377141350985,0.8429230389685919,0.8516617491243125,0.7418269832718583
-1.25,0.427030468652759,0.3598461801045805,0.27279448404408485,0.7990749833531887,0.5745329626122329,0.36500411892497975,0.8278934593538911,0.8117377975132072,0.6880733867138799
-1.1,0.3592827312066668,0.29322536851271286,0.2078026761391741,0.7614067557483815,0.5182418618746591,0.3041831220920618,0.7963912822667586,0.7673665536007697,0.6462701592053713
-0.95,0.29685180407054274,0.23334363966788849,0.16930617437284778,0.7239360473579873,0.45476269772364347,0.23916169932073597,0.7671634757463275,0.7396110641766276,0.6094171473549579
-0.8,0.230023481205737,0.1830093345035271,0.12203779483736414,0.685041697163473,0.3982864798508422,0.18695163871838877,0.7276610692551407,0.6969062207337076,0.5509827976564199
-0.65,0.166233737251821,0.1277419256916779,0.08088194344651564,0.6172197985962833,0.34136773344175736,0.15927783319480973,0.6878031812749414,0.640337905545673,0.5167480088970913
-0.5,0.11843884018222736,0.09808206718788272,0.06581202168271276,0.5412511720972626,0.27392605068579146,0.13310756534356438,0.6235259663823527,0.6148825110620232,0.4525972696074271
-0.35,0.08503302566238806,0.06885788121489635,0.061157326753120224,0.4674377306634412,0.23153819090641412,0.10053497943900541,0.5838190987880688,0.5576439979742491,0.40079052342735183
-0.2,0.05656871312491885,0.05728124876500583,0.054125983886779826,0.355472462624546,0.1753732660916682,0.07861931385651344,0.5340593331783434,0.500162970757659,0.3640280066161204
-0.05,0.06345076415768278,0.0721527740522452,0.06556460635125198,0.2533731040826593,0.13212053530096138,0.0803110236325981,0.48654709928289913,0.4395161236844793,0.32262681979358127
0.1,0.05380363615730289,0.07316740230158046,0.08356046547679674,0.15739333592891402,0.10377054238173095,0.056990136492298574,0.41742319052219995,0.3949207436670498,0.2551906603899951
0.25,0.06917908158185844,0.09730608515393349,0.1046869502198527,0.07494686471293685,0.07732184692549858,0.05806993223649823,0.37846739606728463,0.3500054849875228,0.21252241252858473
0.04,0.10560107241824589,0.11183887600305391,0.14014261713563894,0.05095227108876586,0.057502577374033366,0.0775361550811381,0.31137885581884095,0.2781598533143187,0.1806259451169445
0.55,0.12872911293251602,0.1510645816751399,0.16006457266259616,0.08508529751347509,0.06200521655809921,0.08268579656887794,0.26484514396881814,0.23662848774315276,0.1453598913328784
0.7,0.16667737781698566,0.17976832798161244,0.1990160538770165,0.14179882019750317,0.07056958336126086,0.10098583580599324,0.20472101931236136,0.19049295354357668,0.10658325638210231
0.85,0.22693473432296293,0.2263874843233301,0.21439519915656025,0.24448668210754226,0.07332401575347343,0.1288156019003438,0.15579071051033158,0.1409572954723307,0.09543259727874176
1.0,0.2474455636419214,0.27157170870117464,0.256991217760002,0.33315760584751475,0.07673968509222866,0.1466512275510444,0.13431850288259942,0.12302741754851185,0.09907582185904737
1.15,0.30242386556159884,0.3136504298782007,0.29993918695487604,0.4321739838096748,0.12327512845141876,0.17009071408764825,0.09984633720168289,0.10198672753013445,0.08320650217621975
1.3,0.3370615200324604,0.33989841116986474,0.3174652764907413,0.5126655342569564,0.14196872516677625,0.21180317796987574,0.08365853964886488,0.0826389629641138,0.07813421282071341
1.45,0.36221941723672907,0.37035119558890156,0.346382924799799,0.5902484801853006,0.1734466708516666,0.22933870563551015,0.07361144783107709,0.05950399924113287,0.06745299265528691
1.6,0.4167010994830017,0.4003867786942004,0.375128295348537,0.6364694122470951,0.19602704932205867,0.24929314602160504,0.05863530893355791,0.057963781904265155,0.07616844134593721
1.75,0.44009559247553076,0.4404130946896635,0.3965197701283327,0.6938396430312143,0.2377368765173776,0.2688984091864139,0.06093065290811111,0.07020973493395186,0.08123655501109918
1.9,0.4633548049369782,0.4532245781164475,0.41381912314180586,0.736904026313259,0.2728727242758772,0.29775032656871875,0.06480658607664323,0.07386860369774681,0.0824362177980058
2.05,0.4885113614454465,0.4730984144536367,0.4261074940186659,0.7704743531414656,0.29858277680397277,0.3225441688165982,0.07233858711275329,0.08480662245457266,0.11307195295145299
2.2,0.5027497670865408,0.49030251557930227,0.4493381502937669,0.8047558673912502,0.3193206947030367,0.3516740617445167,0.09363115809470454,0.08538107779720627,0.1131161891710387
2.35,0.5185158307197695,0.5068291478287299,0.45338763628156853,0.8250722199423964,0.35219351286757083,0.3592188645450389,0.11324952975723696,0.11909553092563538,0.13845864960653578
2.5,0.544213639097319,0.5212541183177388,0.4715572339221575,0.8514318495995707,0.37701678703105546,0.3615868588716053,0.1391499702935969,0.12036677230556855,0.1578806335853254
2.65,0.5639222998451453,0.5216436843997351,0.4695413467537739,0.8624748502969483,0.38788299073970955,0.38227528081178946,0.16244165067592437,0.13624917417307894,0.16484294478295447
2.8,0.5603983025580216,0.5357792247587239,0.475600831242476,0.8687524307174012,0.4039197992660515,0.38145485884701313,0.1833328830567806,0.17529919075435094,0.18358305157753996
2.95,0.5685861480520857,0.5322272622181613,0.4814144068030269,0.8848741711382998,0.42035871204583647,0.40091435562930167,0.22676276753240632,0.19727905462940212,0.19618169655297418
3.1,0.5661572829925992,0.5310278740688741,0.4665668392974427,0.8904787418942478,0.4442514974588774,0.39379161324132567,0.2207368230714122,0.2139396489696402,0.20992735146987887
3.25,0.5682094557804359,0.525591370094651,0.45927922527412435,0.9078973857907541,0.45454894454805517,0.4010042116185265,0.2670144105086016,0.23478070691479147,0.23484682752252314
3.4,0.5654164836905221,0.5147275261608755,0.45829120729734635,0.9116015995635572,0.4567178246832757,0.3852501446234774,0.27952315239088554,0.27467825985249966,0.24587534768331074
3.55,0.5632875885043033,0.524678357403827,0.445951344816448,0.9151871835580226,0.4520705448071879,0.37548647691008474,0.3121738901690172,0.28191654874101385,0.2569165254054547
3.7,0.560696845238986,0.5133603697221719,0.44607943474635176,0.9249264391905826,0.4646765053285725,0.3841500130501374,0.3370423086958593,0.2971266686029904,0.2697340026529988
3.85,0.5548499411088558,0.5131709800856415,0.44947956961053176,0.9435167263553093,0.45073789964293615,0.38532470933032537,0.3347202443627153,0.31230824253105427,0.27444222400660495
4.0,0.5522048347912463,0.5144965643536248,0.45934555266833327,0.9393943310000559,0.4536487609696508,0.36210219085191414,0.35590960721902326,0.33708529215594996,0.2930223496648715
4.15,0.5505069949289695,0.518144033109585,0.47100356223298995,0.9606002168445923,0.43971860526313733,0.37024025337076877,0.3692153385996731,0.3312322389188569,0.29842719360921033
4.3,0.5666288186800617,0.5331017574098218,0.48829113791149686,0.956898832617944,0.43099942649678735,0.36386846533484674,0.37199609254747273,0.345627410260457,0.2976505152051566
4.45,0.5866179010914215,0.563414456500427,0.518211548690333,0.9601738844799351,0.4387847782493365,0.38859788451676736,0.38328553292244416,0.34724095022845913,0.3154898472982664
4.6,0.6019668353377312,0.5791019609273143,0.5506971817111317,0.953204205516441,0.41764804219982166,0.3900437777328556,0.3932103391080116,0.3586617868276809,0.3048317239200572
4.75,0.6211551331220108,0.6197226491868177,0.5832269112651761,0.961602931984172,0.42572283181750964,0.426435400821557,0.38478578329990626,0.34038152651149933,0.3036088991007716
4.9,0.6599208764586878,0.6417288849169674,0.6237938046105436,0.9630388210776187,0.455541660613891,0.4469847824415722,0.37729774347460404,0.3272086516410218,0.28851410473166395
5.05,0.687994570787484,0.6666451248682912,0.6372733753166414,0.9514304601657126,0.46342131830628,0.480496442254574,0.37969434042661093,0.332189790799355,0.2888403305398183
5.2,0.7098753749731537,0.6897630223989519,0.660876615343658,0.9687006162371438,0.49362050048391776,0.5145115583440455,0.37197891094217045,0.3489950094507882,0.28619476972601016
5.35,0.7354142027777314,0.7079262903934971,0.6834726649881377,0.9700534349233313,0.5349516434296587,0.5412903771960003,0.3714991886727482,0.32643248011936754,0.2803037188371981
5.5,0.7481208418427873,0.7326500383074904,0.7039217703762959,0.9810064813922077,0.5590043003612887,0.567643772604233,0.36258732699012164,0.3351865454677046,0.2745221493296027
5.65,0.7588813095847381,0.7576047480287346,0.7118513861010284,0.9777655952442341,0.5674442125336663,0.6036793347672107,0.3527198125712,0.3125547354072965,0.2854644153867143
5.8,0.7771013222633955,0.7869597598569955,0.7568639038560455,0.9917770432501198,0.6064988685112832,0.6311056947625676,0.36328484091847885,0.30575644546030917,0.2835807223252697
5.95,0.7975898354845158,0.788191508433089,0.7601004798396676,0.9858304774977386,0.620900188794441,0.6322278436806358,0.36619179079487796,0.32279394717574933,0.31430277682755453
6.1,0.8151988801124732,0.8032508005625941,0.7739216389083706,0.9752070942719049,0.651578881207116,0.6633562178846943,0.38282109635704936,0.34130649055593776,0.34367360403246416
6.25,0.8383031773366014,0.8098667418624983,0.7959375406843014,0.9845199753077755,0.6883838606441962,0.696167789192174,0.4114239664197966,0.36912507154640467,0.3753049151072366
6.4,0.8492310158123392,0.8379700065618163,0.8143339204958677,0.9810759953171433,0.7081324529011463,0.7213887889467253,0.4478263965860506,0.4041657738167979,0.40421485049038597
6.55,0.851765968833061,0.856863054683012,0.8303359863682368,0.9813130859456909,0.7353450369021541,0.7337730461563943,0.4727655559292061,0.43890087039205,0.4353893801885807
6.7,0.8698995715049727,0.8681764603573318,0.8477192871297831,0.989034664009765,0.7509190786706096,0.7604586459879484,0.5065553748919632,0.4693373408793121,0.46373311805909745
6.85,0.8826424093566381,0.885097240696091,0.8642970273093573,0.9876955285019974,0.778527142558711,0.777692499247653,0.5409969691648248,0.49863911049354215,0.4795603546126731
7.0,0.9025700792506911,0.8951265388146615,0.8866796241697207,1.0014127881718553,0.7878031853813274,0.7833354028236115,0.5584346988799253,0.529896592354401,0.5189305247988052
7.15,0.9090489268335593,0.899111166943719,0.8960507765646006,0.9868317567482249,0.8031619613236111,0.8237900930461395,0.598493256160672,0.5422444139491349,0.5368602866859353
7.3,0.9084504575275788,0.9126231247419041,0.9028892541587231,0.9957917891553969,0.8184247621943761,0.8396796796880956,0.6193042089719262,0.5827001283114468,0.556610649563213
7.45,0.9273178532848043,0.9158780204735543,0.9199058141872515,0.9863945285192702,0.8472660014307588,0.8418460497862084,0.6382822992258325,0.6081025359841391,0.5923629102917523
7.6,0.9250452009101854,0.9345632077411486,0.9132853542357595,0.9868549421338808,0.8730669173146071,0.8643041617878631,0.6750058476704942,0.6519238285857089,0.6268018511618239
7.75,0.9412591866854894,0.923824128048777,0.917225831402246,0.9848536928259053,0.880423250065396,0.878695255304249,0.7008527289958429,0.6722127248047557,0.6464953855033211
7.9,0.945624448963214,0.9366155651934686,0.9360477929730758,0.9856479506547422,0.9062711624380693,0.8946136904480086,0.7270151001426903,0.698550327586696,0.6896539507543875
8.05,0.9346128818723309,0.9554578771292732,0.9457959570326301,0.9986376791065764,0.9107569538242545,0.9202179181144997,0.7522064736023001,0.7361823943710449,0.7260903070026262
8.2,0.9610138203247925,0.9504754691736864,0.9553159238150678,0.9944976307618798,0.9274432632150241,0.9172870889922681,0.7874297716694999,0.7568053790644247,0.7324000360936235
8.35,0.9594303720880627,0.9626064290526757,0.9522574686106634,1.0076426886279992,0.9389185435052653,0.9368872550629513,0.8119178250030987,0.7846240863643337,0.7615077948068375
8.5,0.9645071546015145,0.963984467758801,0.963270554964457,0.994652960176165,0.9349442888181999,0.9342988770996546,0.8355057399596031,0.8152154122276003,0.8051378868410102
8.65,0.9788042481200635,0.9603215824573267,0.961345919317769,0.991568585939377,0.946868826331804,0.9462627554123652,0.8585451469785614,0.8335221343719001,0.8241389742821189
8.8,0.9832099907613084,0.9635194417434996,0.9659048891643224,0.9979142866277043,0.963248797899189,0.9494935774249386,0.8626427228554927,0.8604647593814602,0.8596492407061693
8.95,0.9726252839139599,0.9820877400947979,0.9759416892277191,0.9838224288325855,0.9723869808772279,0.9677241490493315,0.8889062877328789,0.881358804137569,0.8855136624347133
9.1,0.9784275126001618,0.9741522761407815,0.969215233261531,1.007071880481322,0.9754930784499714,0.9704599749107365,0.9244525407328463,0.8974285860624226,0.8962496885359098
9.25,0.9736925642675506,0.9776581322325315,0.9861905269690928,1.0001743760607895,0.9951827816548867,0.97808612102782,0.9249781201143513,0.9301794244571331,0.9174163933818701
9.4,0.9913839103183494,0.9901739329984522,0.9915462015721008,1.0074396792494051,1.0051049870785735,0.9675986134012272,0.9511595095208607,0.9495964065974201,0.924938508066292
9.55,0.9986147152522139,0.9982309156053434,0.99585186741971,1.0044725411338937,0.9927026084616107,0.9787013980908807,0.9710607259548173,0.9672226997771712,0.9510429014993144
9.7,0.9950097572380491,0.9914580405542014,0.9960639050976869,1.0088701204107033,1.001800419317174,0.9881616573353936,0.9780862843629144,0.9839770157234415,0.9652706529155095
9.85,0.9836577399103775,0.9964511398602374,0.9991680088872317,0.9890074665810539,1.0060590523139772,0.9977981604324563,0.984435302250506,0.9834717779550742,0.9768000601821372
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
